query,timestamp,postUrl,description,commentCount,likeCount,pubDate,likedByViewer,isSidecar,type,profileUrl,username,fullName,imgUrl,postId,location,locationId,taggedFullName1,taggedUsername1,taggedFullName2,taggedUsername2,videoUrl,viewCount,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,taggedFullName16,taggedUsername16,taggedFullName17,taggedUsername17,taggedFullName18,taggedUsername18,taggedFullName19,taggedUsername19,taggedFullName20,taggedUsername20,taggedFullName21,taggedUsername21,taggedFullName22,taggedUsername22,taggedFullName23,taggedUsername23,taggedFullName24,taggedUsername24
https://www.instagram.com/maxfoodiegram/,2022-03-13T15:03:56.195Z,https://www.instagram.com/p/CYvjxzGpY3a/,"When in penang... 🤤🤤🤤🤤
.
.
.
.
.
.
#instafood&nbsp;#foodie&nbsp;#foodphotography&nbsp;#foodblogger&nbsp;#maxfoodiegram&nbsp;#instadaily&nbsp;#dailyfoodfeed&nbsp;#foodgasm&nbsp;#eeeeeats&nbsp;#yummy #foodstagram&nbsp;#foodgasm #foodpost&nbsp;#foodpics&nbsp;#weekend&nbsp;#weekendvibes&nbsp;#breakfast&nbsp;#brunch&nbsp;#lunch&nbsp;#brunchvibes&nbsp;#instagood&nbsp;#foodporn&nbsp;&nbsp;&nbsp;#foodlover&nbsp;#mycafefood&nbsp;&nbsp;#goodvibes  #localdelights #streetfood  #malaysiafood #penang #penangfood",2,141,2022-01-15T07:55:52.000Z,,,Photo,https://www.instagram.com/maxfoodiegram/,maxfoodiegram,Max,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271939449_1136283953575303_290853302872506748_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=yNDYuz29zfoAX96Pc66&edm=APU89FABAAAA&ccb=7-4&oh=00_AT8Pc6pUGZjz42Xw8uSXImQi2X2MWNla9y4rMetRJcbZRA&oe=62355393&_nc_sid=86f79a,2.75E+18,Batu Lanchang Market Food Court,507182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/maxfoodiegram/,2022-03-13T15:03:56.195Z,https://www.instagram.com/p/CYq7XlGpMm6/,"Sunbather big breakkie - plate of Japanese potato & egg salad, teriyaki chicken meatballs, sausage onigiri with torched cheese, tamagoyaki, corn salsa, minestrone and smoked salmon.
.
.
.
.
.
.
.
#instafood&nbsp;#foodie&nbsp;#foodphotography&nbsp;#foodblogger&nbsp;#maxfoodiegram&nbsp;#instadaily&nbsp;#dailyfoodfeed&nbsp;#foodgasm&nbsp;#eeeeeats&nbsp;#yummy #foodstagram&nbsp;#foodpost&nbsp;#foodpics&nbsp;#weekend&nbsp;#weekendvibes&nbsp;#breakfast&nbsp;#brunch&nbsp;#lunch&nbsp;#cafehopkl&nbsp;#malaysiancafes&nbsp;#cafehopping&nbsp;#brunchvibes&nbsp;#instagood&nbsp;#foodporn&nbsp;&nbsp;#cafehoppingmalaysia&nbsp;&nbsp;#foodlover&nbsp;#mycafefood&nbsp;&nbsp;#goodvibes #bigbreakfast #onigiri",3,129,2022-01-13T12:45:48.000Z,,,Photo,https://www.instagram.com/maxfoodiegram/,maxfoodiegram,Max,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271670974_307513341311106_3693408115101451403_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=LlrrNvEEGhEAX8ux7Y9&edm=APU89FABAAAA&ccb=7-4&oh=00_AT9LC0jXuw9Vg7V0H0-O8tYN61sLPK7fCoAveakYbPX1EQ&oe=62349516&_nc_sid=86f79a,2.75E+18,Sunbather Coffee,2.64E+15,Sunbather Coffee,sunbather.coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/maxfoodiegram/,2022-03-13T15:03:56.195Z,https://www.instagram.com/p/CYUFNixJOJF/,"If you don't recognize this peach🍑 strudel, you need to do something about it😅😅
.
.
.
.
.
. 
#instafood&nbsp;#foodie&nbsp;#foodphotography&nbsp;#foodblogger&nbsp;#maxfoodiegram&nbsp;#instadaily&nbsp;#dailyfoodfeed&nbsp;#foodgasm&nbsp;#eeeeeats&nbsp;#yummy &nbsp;#foodpost&nbsp;#foodpics&nbsp;#weekend&nbsp;#weekendvibes&nbsp;#breakfast&nbsp;#brunch&nbsp;#lunch&nbsp;#cafehopkl&nbsp;#malaysiancafes&nbsp;#cafehopping&nbsp;#brunchvibes&nbsp;#instagood&nbsp;#foodporn&nbsp;&nbsp;#cafehoppingmalaysia&nbsp;&nbsp;#foodlover&nbsp;#mycafefood&nbsp;&nbsp;#goodvibes #peachstrudel #pastry #bakery",10,207,2022-01-04T15:49:17.000Z,,,Photo,https://www.instagram.com/maxfoodiegram/,maxfoodiegram,Max,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271236551_939439466697488_5966152035833113190_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=CezyQ706SV8AX8gfpKO&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_r40UHYD_vZtAr1YzL1vMjhvh1bMy99LwrglUsRVS3JQ&oe=6235BC3F&_nc_sid=86f79a,2.74E+18,Kenny Hills Bakers,1.15E+14,Kenny Hills Bakers,kennyhillsbakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/maxfoodiegram/,2022-03-13T15:03:56.195Z,https://www.instagram.com/p/CYNeiNZJ189/,"It's one of those avo toast post. 🥑🍞🍳
Stop🚫. Stare at this post for 3 seconds. Give it a a like and continue scrolling 🤣🤣🤣
.
.
.
.
.
#instafood&nbsp;#foodie&nbsp;#foodphotography&nbsp;#foodblogger&nbsp;#maxfoodiegram&nbsp;#instadaily&nbsp;#dailyfoodfeed&nbsp;#foodgasm&nbsp;#eeeeeats&nbsp;#yummy #foodstagram #foodpost&nbsp;#foodpics&nbsp;#weekend&nbsp;#weekendvibes&nbsp;#breakfast&nbsp;#brunch&nbsp;#lunch&nbsp;#cafehopkl&nbsp;#malaysiancafes&nbsp;#cafehopping&nbsp;#brunchvibes&nbsp;#instagood&nbsp;#foodporn&nbsp;&nbsp;#cafehoppingmalaysia&nbsp;&nbsp;#foodlover&nbsp;#mycafefood&nbsp;&nbsp;#goodvibes #avocadotoast #avo",9,173,2022-01-02T02:15:52.000Z,,,Photo,https://www.instagram.com/maxfoodiegram/,maxfoodiegram,Max,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271177379_422692682930802_4999838130451715127_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=jkybDAnH0AkAX9cJY8W&edm=APU89FABAAAA&ccb=7-4&oh=00_AT9Q4c0JLM8GJ3PgfIc7qTpc6FR-H4H41dxCG5MfxfSxrw&oe=62358B28&_nc_sid=86f79a,2.74E+18,The Bread Bar,1.03E+14,The Bread Bar,thebreadbarmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/maxfoodiegram/,2022-03-13T15:03:56.195Z,https://www.instagram.com/p/CXwA39dJOOp/,"It's not just an ordinary bowl of ramen🍜....💯💯
.
.
.
.
.
.
.
#instafood&nbsp;#foodie&nbsp;#foodphotography&nbsp;#foodblogger&nbsp;#maxfoodiegram&nbsp;#instadaily&nbsp;#dailyfoodfeed&nbsp;#foodgasm&nbsp;#eeeeeats&nbsp;#yummy #foodstagram&nbsp;#foodpost&nbsp;#foodpics&nbsp;#weekend&nbsp;#weekendvibes&nbsp;#breakfast&nbsp;#brunch&nbsp;#lunch&nbsp;#cafehopkl&nbsp;#malaysiancafes&nbsp;#cafehopping&nbsp;&nbsp;#instagood&nbsp;#foodporn&nbsp;&nbsp;#cafehoppingmalaysia&nbsp;&nbsp;#foodlover&nbsp;#mycafefood&nbsp;&nbsp;#goodvibes #ramen #noodle #foodgasm",8,412,2021-12-21T15:38:43.000Z,,,Photo,https://www.instagram.com/maxfoodiegram/,maxfoodiegram,Max,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/269682630_137417968668321_263160605944029310_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=Pq1xYtmJf5QAX_iwxFY&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_cUcteuxJnM9Kk-kt7cNuqfsv-mvuzRbbG7NlxmZe4Zw&oe=62342FFA&_nc_sid=86f79a,2.73E+18,Menya Hanabi 麺屋はなび Arkadia,9.88E+14,Menya Hanabi Arkadia,menyahanabiarkadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/ytyetg/,2022-03-13T15:04:08.637Z,https://www.instagram.com/p/CTe4eCglDdN/,"Can you see hues of green, blue, red, and purple?
Rainbow on tree....
#rainbow #rainbowtree #eucalyptus #mindanao #mindanaogum #gumtree",0,243,2021-09-06T13:52:51.000Z,,,Video,https://www.instagram.com/ytyetg/,ytyetg,Yang,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/241277249_246100030733222_2732527002045396732_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=GOcXPVckOAkAX8b7HLH&edm=APU89FABAAAA&ccb=7-4&oh=00_AT9eE1wqm8813sU0lkIKWUjU7jW6GFgoLQEKVxohBHEAMw&oe=62301DA4&_nc_sid=86f79a,2.66E+18,"Katong Park, Singapore",1026111283,,,,,https://scontent-lga3-1.cdninstagram.com/v/t50.2886-16/241233988_277346157243668_5925686417785683517_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=LvvRI7m8PfEAX-OM5F7&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&vs=18131694274238456_2459062917&_nc_vs=HBkcFQAYJEdFVHdZQTRVclM2dlB2d0FBRDNfZUw1bVJEeFNia1lMQUFBRhUAAsgBACgAGAAbAYgHdXNlX29pbAEwFQAAJuqnsdKS%2B8Q%2FFQIoAkMzLBdANGZmZmZmZhgSZGFzaF9iYXNlbGluZV8yX3YxEQB16gcA&ccb=7-4&oe=6230AAC7&oh=00_AT8gtcI0uoUqGO-Xj94JsbIxoXC-SJqhCTLyve6f3zBa9Q&_nc_sid=86f79a,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/ytyetg/,2022-03-13T15:04:08.637Z,https://www.instagram.com/p/CTe34__F3ZD/,"Can you see hues of green, blue, red, and purple?
Rainbow on tree....
#rainbow #rainbowtree #eucalyptus #mindanao #mindanaogum #gumtree",1,209,2021-09-06T13:47:33.000Z,,TRUE,,https://www.instagram.com/ytyetg/,ytyetg,Yang,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/241197244_2084683891679842_3604740544109233227_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=7nYP8opm-M8AX_COOyp&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_DuMQTY9RFBMRxsw5a9swXT8e5TWaDdBZowfihf_pC-A&oe=62357A3C&_nc_sid=86f79a,2.66E+18,"Katong Park, Singapore",1026111283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/ytyetg/,2022-03-13T15:04:08.637Z,https://www.instagram.com/p/CRyH-JrgcaN/,"Lovely homemade lunch and catch up. Finally get to meet Ginger and Clovey too. 
.
.
.
#homecookedmeal
#homecookedgoodness #blessed #dayoff #herbalsoup #gingerchicken",7,438,2021-07-26T08:10:51.000Z,,TRUE,,https://www.instagram.com/ytyetg/,ytyetg,Yang,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/223614207_1427028594360012_2653882835731562109_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=kEkowLabxWwAX-2wGZQ&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT9GvFhtK3CvSIVuNutzms--dgXEKgKKgRlxCjvkVH6HvQ&oe=6234F2AE&_nc_sid=86f79a,2.63E+18,672D punggol edgefield plains,850303634,Rice,gratitude_rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/ytyetg/,2022-03-13T15:04:08.637Z,https://www.instagram.com/p/CRdh0szA49z/,"Glass in bloom: Dale Chihuly exhibit @gardensbythebay 
#cloudforest #cloudforestsingapore #dalechihuly #chihuly #chihulyglass #chihulygardenandglass #sundaywalk #sunday #manmadeforest #cloudforest #artofvisuals #touristattraction #exhibitionart #blownglass #glassart",4,306,2021-07-18T08:12:42.000Z,,TRUE,,https://www.instagram.com/ytyetg/,ytyetg,Yang,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/219738557_364353791788248_5907971817746632546_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=AbGyrYE9uP0AX-mrX_N&edm=APU89FABAAAA&ccb=7-4&oh=00_AT8L9NzuKSWhK6HAxNfg3gWPTPtE5m5pOhNC4oEl8zEEMg&oe=62340218&_nc_sid=86f79a,2.62E+18,Cloud Forest At Gardens By the Bay,2.41E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/ytyetg/,2022-03-13T15:04:08.637Z,https://www.instagram.com/p/CROD1h-A-C9/,"Dale Chihuly - Glass in bloom @ Flower Dome. Worth the annual tickets to Flower Dome, Cloud Forest and OCBC Skywalk at $42. Additional 10% off using DBS credit card. 
#dalechihuly #chihulyglass #chihulygardenandglass #chihulygarden #flowerdome #flowerdomesingapore #gardensbythebay #gardensbythebaysingapore #monday #therapeutic #walks #gardenwalk #artofvisuals #art #glassblowing #glassblowingart",0,290,2021-07-12T08:02:04.000Z,,TRUE,,https://www.instagram.com/ytyetg/,ytyetg,Yang,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/214392557_863637214240997_8246959783096778383_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=MmBdNhuVB3YAX9cLoXh&edm=APU89FABAAAA&ccb=7-4&oh=00_AT89NipISi--YG_510Z1Ijba-ITwowOJtjOfG3AshuEjmQ&oe=62347167&_nc_sid=86f79a,2.62E+18,"Flower Dome, Gardens By the Bay, Singapore",2.03E+14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/mymundanetummy/,2022-03-13T15:04:21.457Z,https://www.instagram.com/p/CZBM7A8v6FP/,"Want to have a meal under the STARS? 💫

Visited @seoulgoodsg at Punggol East Container Park for some Korean food the other day! I got the Grilled Chicken Ricebowl ($12.90) - the grilled chicken was cooked well, with crispy skin and tender flavouful meat! A simple ricebowl packed with Korean staples such as kimchi and pickled radishes, it was truly a hearty meal!

Their Chicken Jajjangmyeon's ($10.90) thick black bean sauce was more savoury than sweet and the dish also had plump noodles which we liked! 💖

📍 Punggol Container Park
🥢 7/10

#food #foodie #foodsg #foodiesg #foodiefollowloop #foodporn #eatoutsg #sgigfoodies #sgigfood #foodreviewssg #sgfoodstagram #sgfoodreview #8dayseat #koreanfood #koreanfoodsg",20,94,2022-01-22T04:22:29.000Z,,TRUE,,https://www.instagram.com/mymundanetummy/,mymundanetummy,mymundanetummy,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/272276305_1387189045052880_8715093778364217891_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=9XY51HJbAJMAX9ym_Dq&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_p0OJ9EyE4qrqR_eJ_NMbqMAvajatbFhGrRoolUN8WyA&oe=6235987D&_nc_sid=86f79a,2.76E+18,Punggol Container Park,3.29E+14,SEOUL GOOD,seoulgoodsg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/mymundanetummy/,2022-03-13T15:04:21.457Z,https://www.instagram.com/p/CYtFbNaPDKg/,"OOZEY grainy black sesame paste sandwiched between two crisp-thin slices of bread, this Black Sesame Toast ($3.50) from @coffeebreakamoy is one that rivals my favourite Kaya Butter Toast from Ya Kun! 🤤✨ I especially loved how their black sesame paste had a more liquid-like consistency as compared to the thick kind! However, I felt that the black sesame paste was on the sweeter side and I would have preferred it less sweet. You can also never go wrong with butter in toast 😍

My friend and I also ordered their earl grey cream toast ($3.50) which features bread prepared the same way but with a filling made of earl grey infused whipped cream 😌 This was quite delicious, but I'm still a black sesame kind of gal 🤪

Ordered the black sesame kopi which was disappointing because it was literally just grainy black sesame in kopi (and the black sesame sinks right to the bottom). The black sesame didn't add any flavour whatsoever to the kopi at all, but it was $3.50 for a cup 🥶

On the flip side, the butter pecan vanilla ($4.50) we ordered was super delicious 😋 It tasted like a Starbucks drink (but cheaper!) - sweet and creamy!

Overall, I would be back to have my black sesame toast fix again and again, but I wouldn't get their black sesame kopi 😗 They also serve many other unique flavours of toast and drinks, which I would be back to try!

📍 Amoy St Food Center, Coffee Break
🥢 8/10

#food #sgfood #sgfoodie #sgigfoodies #sgigfood #igsg #igsgfood #sgfoodtrend #sgfoodlover #sgfooddiary #sgfoodblogger #sgfoodreviews #blacksesame #toast #sgbread #breakfast #eatoutsg #8dayseat #sgdessert #coffee #tea #coffebreak #amoystreetfoodcentre",30,122,2022-01-14T08:52:10.000Z,,TRUE,,https://www.instagram.com/mymundanetummy/,mymundanetummy,mymundanetummy,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271900833_468079174840524_8324147210362521921_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=YcFmh2IpTAYAX9WeEfR&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-FDEoiRL0hd7DW5d8VFN8pgnN8Jl-I7NOcZKPMsIZFNQ&oe=6235A160&_nc_sid=86f79a,2.75E+18,,,Coffee Break: Amoy & Hong Lim,coffeebreakamoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/mymundanetummy/,2022-03-13T15:04:21.457Z,https://www.instagram.com/p/CYlpvAlPIQB/,"Smoked seafood in a bowl of SILKY porridge, this dish from @reimondoseafoodcongee has to be one of the best porridge I've ever had 😩 Deep fried you tiao pieces added a nice crunchy texture to this dish as well! 😍

Ordered their fried prawn dumplings featuring crispy small prawns sandwiched between two pieces of deep fried wanton skin 🤩 This was really good and I would recommend this as a side!

Also tried the dry prawn noodle from @prawnaholic which was topped with JUICY charred pork pieces and a meatball aside from the usual prawns. The addition of the meat definitely upped this dish from the usual 😋

Definitely will be back to try the other stalls! 🤪

📍 Pasir Ris Central Hawker Center

#food #foodsg #sgfood #sgfoodie #sgigfood #foodie #igsgfood #foodporn #sgfoodblogger #sgfooddiary #reimondoseafoodcongee #congee #seafood #prawn #prawnnoodles #foodstagram #eatoutsg #8dayseat",24,118,2022-01-11T11:35:31.000Z,,TRUE,,https://www.instagram.com/mymundanetummy/,mymundanetummy,mymundanetummy,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271582093_353634299493887_3478138653624518572_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=1U96O_3_lGgAX_vqjRc&edm=APU89FABAAAA&ccb=7-4&oh=00_AT8t6mYf-shyuGNzfp4tF5QlEkGavkXA0b7DyFNTEeYx5g&oe=623411F0&_nc_sid=86f79a,2.75E+18,Pasir Ris Central Hawker Centre,3.91E+14,,reimondoseafoodcongee,Prawnaholic 虾の传人,prawnaholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/mymundanetummy/,2022-03-13T15:04:21.457Z,https://www.instagram.com/p/CYV_YaHPzyS/,"SMOKED MAPLE PECAN CREAM CHEESE on a CRISP chewy sesame bagel, it was like biting into literal HEAVEN ☁️

@twomenbagelhouse's cream cheese was not too jelat but light, yet retained its creaminess. The pecan nuts added a nice crunchy texture 😘 BUT after eating this my jaw hurt because of how chewy their bagels are 😀 STILL you can definitely taste the qualiTY of their fresh homemade bagels! 🥯

NEED TO GO BACK TO TRY THEIR PBJ 🤤

📍 TMBH, Novena
🏷 $6
🥢 9/10

#bagel #creamcheese #lunch #dinner #food #sgfood #foodsg #sgfoodies #singaporeinsiders #sgeats #sgfoodie #sgfoodporn #sgcafe #8dayseat #bagels #sgigfoodies",43,118,2022-01-05T09:36:49.000Z,,TRUE,,https://www.instagram.com/mymundanetummy/,mymundanetummy,mymundanetummy,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271211557_704048357648990_889189191105040522_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=nfsXbnXspv8AX9sd5pU&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_xBMthAwT5Cs7Romyz7ei76CL0JCvXV9r6ywHvpCv4Fg&oe=62351E95&_nc_sid=86f79a,2.74E+18,Two Men Bagel House Holland Village,1.01E+14,Two Men Bagel House,twomenbagelhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/mymundanetummy/,2022-03-13T15:04:21.457Z,https://www.instagram.com/p/CYQ_oNJvFIC/,"@ikeasingapore has CNY specials that just dropped TODAY! 🧨

Tried their Mala Spagetti with Plant-Based Meatballs ($8) and BOY their mala really had a spicy kick🔥 Personally, I found this dish too salty, but my bf found it okay 🤪 The plant-based meatballs were delicious as well (though it cannot be compared to their usual meatballs 😋)!

Tried their NEW Olive Rice with Plant-based Meatballs ($6.50) and I found their olive rice too bland for my liking 😀 The plant-based meatballs were drenched in a BBQ sauce for this dish. I preferred the meatballs alone rather than in the sauce though! 🤤

Ikea's CHEESETART ($2.60) was BANGIN' (as all the online reviews raved) SWIPE TO SEE THE CUT and the OOZEY filling omg 😩❤️ TAKE MY MONEY💸 Definitely one of their must-buys whenever you're visiting!

📍 Ikea, Alexandra
🥢 8/10

#food #foodporn #foodie #yummy #delicious #lunch #yum #cheesetarts #ikea #ikeafood #vegeterianfood #sgfood #sgfoodie #sgfoodies",24,106,2022-01-03T11:02:46.000Z,,TRUE,,https://www.instagram.com/mymundanetummy/,mymundanetummy,mymundanetummy,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/271322331_634245924393198_186086367435317968_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=jgWtD_kWdTsAX8U3Ejp&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT_rtrfmiFxD0K7EjH3y4yvfyyZpNkn1tlb4RH0Rxpza1g&oe=62340AD2&_nc_sid=86f79a,2.74E+18,IKEA Alexandra,1.02E+14,IKEA SG,ikeasingapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/a.happysoul_5/,2022-03-13T15:04:36.801Z,https://www.instagram.com/p/CZ7m4lfhvsq/,"Pandan and coconut fragrant filled the air when you unbox this freshly baked Ondeh Ondeh Cake by @allthingsbake.sg 

Thank you @bettylumtaitai for this lovely surprise 🎈

蛋糕很香，不甜不膩~好吃 👍💚

#ondehondeh #sgcakes #ondehondehcake #pandan #coconut #sgbakery #hbb #sgfood #freshbaked #生日 #birthday #14feb #cake #gift  #sghomebaker #eeeeeats #nomnom #happybirthday #mybday #2022 #valentinesday #情人节",15,83,2022-02-13T20:45:17.000Z,,TRUE,,https://www.instagram.com/a.happysoul_5/,a.happysoul_5,♧EA♧   | 📍SG 🇸🇬,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/273915571_318711953610768_6141685129308407794_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=A6vfAsr29EsAX-BJeF4&tn=_-cmx2Zk1yVa89nj&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-ycNSY-joxJxa5gEEe4ar3zsD3BhyTF7G1gU_x59asmw&oe=6234712E&_nc_sid=86f79a,2.77E+18,Singapore / Singapura / 新加坡 / சிங்கப்பூர்,1.14E+14,All Things Bake,allthingsbake.sg,Betty Lum Lum,bettylumtaitai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/a.happysoul_5/,2022-03-13T15:04:36.801Z,https://www.instagram.com/p/CZyNMR4PrZI/,"🐯正月初九

Went Bedok temple to 拜拜... so having breakfast in the east today😁

Ordered prawn mee with pork ribs both dry and soup version. Their prawns are fresh & firm, pork ribs are tender soft and broth richness is just right for us 👍

📍Prawn and Mee
Blk 216 Bedok North St 1
#01-45, S(460216)

🎈Opens daily 9am to 2pm
Close on Mondays 

#prawnmee #prawnnoodles #bedok #sgbreakfast #sgfood #instafood_sg #eatmoresg #sgeats #虾面 #sgfoodphotography #sgmakandiary #sghawker #sghawkerculture #hawkerfoodsg #instafoodsg #foodstagram #supportlocalsg #hawkerfood #foodsg",9,96,2022-02-10T05:07:37.000Z,,TRUE,,https://www.instagram.com/a.happysoul_5/,a.happysoul_5,♧EA♧   | 📍SG 🇸🇬,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/273578001_5091950554203071_3342934550781997139_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Wu_vz6f8aCsAX_Aquwb&edm=APU89FABAAAA&ccb=7-4&oh=00_AT-n6iAQped3vwgQqh6npCjm0oK0-8MSJMYrTJtWqIQ_2w&oe=6235CC3F&_nc_sid=86f79a,2.77E+18,Prawn & Mee,1.77E+15,We 💛 #OurHawkerCulture!,sghawkerculture,SG Hawker,sghawkersg,,,,bedokhawkercentre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
